dataset,event_id,video_id,location,camera_id,label,video_path,annotation_path,start_frame,end_frame,num_frames,fps,width,height,duration_seconds,subject_id,depth_path,rgb_path,timestamp_path,accelerometer_path,annotation_format
URFD,adl-18,URFD_adl-18_cam0,Lab,cam0,NORMAL,URFD/adl-18-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,265,30.0,640,480,8.83,UNKNOWN,URFD/adl-18-cam0-d,URFD/adl-18-cam0-rgb,URFD/adl-18-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-19,URFD_adl-19_cam0,Lab,cam0,NORMAL,URFD/adl-19-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,250,30.0,640,480,8.33,UNKNOWN,URFD/adl-19-cam0-d,URFD/adl-19-cam0-rgb,URFD/adl-19-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-20,URFD_adl-20_cam0,Lab,cam0,NORMAL,URFD/adl-20-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,270,30.0,640,480,9.0,UNKNOWN,URFD/adl-20-cam0-d,URFD/adl-20-cam0-rgb,URFD/adl-20-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-21,URFD_adl-21_cam0,Lab,cam0,NORMAL,URFD/adl-21-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,280,30.0,640,480,9.33,UNKNOWN,URFD/adl-21-cam0-d,URFD/adl-21-cam0-rgb,URFD/adl-21-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-22,URFD_adl-22_cam0,Lab,cam0,NORMAL,URFD/adl-22-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,240,30.0,640,480,8.0,UNKNOWN,URFD/adl-22-cam0-d,URFD/adl-22-cam0-rgb,URFD/adl-22-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-23,URFD_adl-23_cam0,Lab,cam0,NORMAL,URFD/adl-23-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,220,30.0,640,480,7.33,UNKNOWN,URFD/adl-23-cam0-d,URFD/adl-23-cam0-rgb,URFD/adl-23-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-24,URFD_adl-24_cam0,Lab,cam0,NORMAL,URFD/adl-24-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,70,30.0,640,480,2.33,UNKNOWN,URFD/adl-24-cam0-d,URFD/adl-24-cam0-rgb,URFD/adl-24-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-25,URFD_adl-25_cam0,Lab,cam0,NORMAL,URFD/adl-25-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,110,30.0,640,480,3.67,UNKNOWN,URFD/adl-25-cam0-d,URFD/adl-25-cam0-rgb,URFD/adl-25-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-26,URFD_adl-26_cam0,Lab,cam0,NORMAL,URFD/adl-26-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,95,30.0,640,480,3.17,UNKNOWN,URFD/adl-26-cam0-d,URFD/adl-26-cam0-rgb,URFD/adl-26-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-27,URFD_adl-27_cam0,Lab,cam0,NORMAL,URFD/adl-27-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,100,30.0,640,480,3.33,UNKNOWN,URFD/adl-27-cam0-d,URFD/adl-27-cam0-rgb,URFD/adl-27-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-28,URFD_adl-28_cam0,Lab,cam0,NORMAL,URFD/adl-28-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,85,30.0,640,480,2.83,UNKNOWN,URFD/adl-28-cam0-d,URFD/adl-28-cam0-rgb,URFD/adl-28-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-29,URFD_adl-29_cam0,Lab,cam0,NORMAL,URFD/adl-29-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,125,30.0,640,480,4.17,UNKNOWN,URFD/adl-29-cam0-d,URFD/adl-29-cam0-rgb,URFD/adl-29-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-30,URFD_adl-30_cam0,Lab,cam0,NORMAL,URFD/adl-30-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,400,30.0,640,480,13.33,UNKNOWN,URFD/adl-30-cam0-d,URFD/adl-30-cam0-rgb,URFD/adl-30-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-31,URFD_adl-31_cam0,Lab,cam0,NORMAL,URFD/adl-31-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,250,30.0,640,480,8.33,UNKNOWN,URFD/adl-31-cam0-d,URFD/adl-31-cam0-rgb,URFD/adl-31-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-32,URFD_adl-32_cam0,Lab,cam0,NORMAL,URFD/adl-32-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,200,30.0,640,480,6.67,UNKNOWN,URFD/adl-32-cam0-d,URFD/adl-32-cam0-rgb,URFD/adl-32-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-33,URFD_adl-33_cam0,Lab,cam0,NORMAL,URFD/adl-33-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,200,30.0,640,480,6.67,UNKNOWN,URFD/adl-33-cam0-d,URFD/adl-33-cam0-rgb,URFD/adl-33-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-34,URFD_adl-34_cam0,Lab,cam0,NORMAL,URFD/adl-34-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,191,30.0,640,480,6.37,UNKNOWN,URFD/adl-34-cam0-d,URFD/adl-34-cam0-rgb,URFD/adl-34-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-35,URFD_adl-35_cam0,Lab,cam0,NORMAL,URFD/adl-35-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,280,30.0,640,480,9.33,UNKNOWN,URFD/adl-35-cam0-d,URFD/adl-35-cam0-rgb,URFD/adl-35-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-36,URFD_adl-36_cam0,Lab,cam0,NORMAL,URFD/adl-36-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,340,30.0,640,480,11.33,UNKNOWN,URFD/adl-36-cam0-d,URFD/adl-36-cam0-rgb,URFD/adl-36-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-37,URFD_adl-37_cam0,Lab,cam0,NORMAL,URFD/adl-37-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,350,30.0,640,480,11.67,UNKNOWN,URFD/adl-37-cam0-d,URFD/adl-37-cam0-rgb,URFD/adl-37-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-38,URFD_adl-38_cam0,Lab,cam0,NORMAL,URFD/adl-38-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,345,30.0,640,480,11.5,UNKNOWN,URFD/adl-38-cam0-d,URFD/adl-38-cam0-rgb,URFD/adl-38-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-39,URFD_adl-39_cam0,Lab,cam0,NORMAL,URFD/adl-39-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,270,30.0,640,480,9.0,UNKNOWN,URFD/adl-39-cam0-d,URFD/adl-39-cam0-rgb,URFD/adl-39-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,adl-40,URFD_adl-40_cam0,Lab,cam0,NORMAL,URFD/adl-40-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,330,30.0,640,480,11.0,UNKNOWN,URFD/adl-40-cam0-d,URFD/adl-40-cam0-rgb,URFD/adl-40-data.csv,UNKNOWN,CSV_TIMESTAMPS
URFD,fall-01,URFD_fall-01_cam0,Lab,cam0,FALL,URFD/fall-01-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,160,30.0,640,480,5.33,UNKNOWN,URFD/fall-01-cam0-d,URFD/fall-01-cam0-rgb,URFD/fall-01-data.csv,URFD/fall-01-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-01,URFD_fall-01_cam1,Lab,cam1,FALL,URFD/fall-01-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,160,30.0,640,480,5.33,UNKNOWN,URFD/fall-01-cam1-d,URFD/fall-01-cam1-rgb,URFD/fall-01-data.csv,URFD/fall-01-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-02,URFD_fall-02_cam0,Lab,cam0,FALL,URFD/fall-02-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,110,30.0,640,480,3.67,UNKNOWN,URFD/fall-02-cam0-d,URFD/fall-02-cam0-rgb,URFD/fall-02-data.csv,URFD/fall-02-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-02,URFD_fall-02_cam1,Lab,cam1,FALL,URFD/fall-02-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,110,30.0,640,480,3.67,UNKNOWN,URFD/fall-02-cam1-d,URFD/fall-02-cam1-rgb,URFD/fall-02-data.csv,URFD/fall-02-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-03,URFD_fall-03_cam0,Lab,cam0,FALL,URFD/fall-03-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,215,30.0,640,480,7.17,UNKNOWN,URFD/fall-03-cam0-d,URFD/fall-03-cam0-rgb,URFD/fall-03-data.csv,URFD/fall-03-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-03,URFD_fall-03_cam1,Lab,cam1,FALL,URFD/fall-03-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,216,30.0,640,480,7.2,UNKNOWN,URFD/fall-03-cam1-d,URFD/fall-03-cam1-rgb,URFD/fall-03-data.csv,URFD/fall-03-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-04,URFD_fall-04_cam0,Lab,cam0,FALL,URFD/fall-04-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,96,30.0,640,480,3.2,UNKNOWN,URFD/fall-04-cam0-d,URFD/fall-04-cam0-rgb,URFD/fall-04-data.csv,URFD/fall-04-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-04,URFD_fall-04_cam1,Lab,cam1,FALL,URFD/fall-04-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,96,30.0,640,480,3.2,UNKNOWN,URFD/fall-04-cam1-d,URFD/fall-04-cam1-rgb,URFD/fall-04-data.csv,URFD/fall-04-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-05,URFD_fall-05_cam0,Lab,cam0,FALL,URFD/fall-05-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,151,30.0,640,480,5.03,UNKNOWN,URFD/fall-05-cam0-d,URFD/fall-05-cam0-rgb,URFD/fall-05-data.csv,URFD/fall-05-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-05,URFD_fall-05_cam1,Lab,cam1,FALL,URFD/fall-05-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,151,30.0,640,480,5.03,UNKNOWN,URFD/fall-05-cam1-d,URFD/fall-05-cam1-rgb,URFD/fall-05-data.csv,URFD/fall-05-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-06,URFD_fall-06_cam0,Lab,cam0,FALL,URFD/fall-06-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,100,30.0,640,480,3.33,UNKNOWN,URFD/fall-06-cam0-d,URFD/fall-06-cam0-rgb,URFD/fall-06-data.csv,URFD/fall-06-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-06,URFD_fall-06_cam1,Lab,cam1,FALL,URFD/fall-06-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,100,30.0,640,480,3.33,UNKNOWN,URFD/fall-06-cam1-d,URFD/fall-06-cam1-rgb,URFD/fall-06-data.csv,URFD/fall-06-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-07,URFD_fall-07_cam0,Lab,cam0,FALL,URFD/fall-07-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,156,30.0,640,480,5.2,UNKNOWN,URFD/fall-07-cam0-d,URFD/fall-07-cam0-rgb,URFD/fall-07-data.csv,URFD/fall-07-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-07,URFD_fall-07_cam1,Lab,cam1,FALL,URFD/fall-07-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,156,30.0,640,480,5.2,UNKNOWN,URFD/fall-07-cam1-d,URFD/fall-07-cam1-rgb,URFD/fall-07-data.csv,URFD/fall-07-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-08,URFD_fall-08_cam0,Lab,cam0,FALL,URFD/fall-08-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,91,30.0,640,480,3.03,UNKNOWN,URFD/fall-08-cam0-d,URFD/fall-08-cam0-rgb,URFD/fall-08-data.csv,URFD/fall-08-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-08,URFD_fall-08_cam1,Lab,cam1,FALL,URFD/fall-08-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,91,30.0,640,480,3.03,UNKNOWN,URFD/fall-08-cam1-d,URFD/fall-08-cam1-rgb,URFD/fall-08-data.csv,URFD/fall-08-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-09,URFD_fall-09_cam0,Lab,cam0,FALL,URFD/fall-09-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,185,30.0,640,480,6.17,UNKNOWN,URFD/fall-09-cam0-d,URFD/fall-09-cam0-rgb,URFD/fall-09-data.csv,URFD/fall-09-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-09,URFD_fall-09_cam1,Lab,cam1,FALL,URFD/fall-09-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,185,30.0,640,480,6.17,UNKNOWN,URFD/fall-09-cam1-d,URFD/fall-09-cam1-rgb,URFD/fall-09-data.csv,URFD/fall-09-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-10,URFD_fall-10_cam0,Lab,cam0,FALL,URFD/fall-10-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,130,30.0,640,480,4.33,UNKNOWN,URFD/fall-10-cam0-d,URFD/fall-10-cam0-rgb,URFD/fall-10-data.csv,URFD/fall-10-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-10,URFD_fall-10_cam1,Lab,cam1,FALL,URFD/fall-10-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,130,30.0,640,480,4.33,UNKNOWN,URFD/fall-10-cam1-d,URFD/fall-10-cam1-rgb,URFD/fall-10-data.csv,URFD/fall-10-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-11,URFD_fall-11_cam0,Lab,cam0,FALL,URFD/fall-11-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,130,30.0,640,480,4.33,UNKNOWN,URFD/fall-11-cam0-d,URFD/fall-11-cam0-rgb,URFD/fall-11-data.csv,URFD/fall-11-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-11,URFD_fall-11_cam1,Lab,cam1,FALL,URFD/fall-11-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,130,30.0,640,480,4.33,UNKNOWN,URFD/fall-11-cam1-d,URFD/fall-11-cam1-rgb,URFD/fall-11-data.csv,URFD/fall-11-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-12,URFD_fall-12_cam0,Lab,cam0,FALL,URFD/fall-12-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,110,30.0,640,480,3.67,UNKNOWN,URFD/fall-12-cam0-d,URFD/fall-12-cam0-rgb,URFD/fall-12-data.csv,URFD/fall-12-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-12,URFD_fall-12_cam1,Lab,cam1,FALL,URFD/fall-12-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,110,30.0,640,480,3.67,UNKNOWN,URFD/fall-12-cam1-d,URFD/fall-12-cam1-rgb,URFD/fall-12-data.csv,URFD/fall-12-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-13,URFD_fall-13_cam0,Lab,cam0,FALL,URFD/fall-13-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,85,30.0,640,480,2.83,UNKNOWN,URFD/fall-13-cam0-d,URFD/fall-13-cam0-rgb,URFD/fall-13-data.csv,URFD/fall-13-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-13,URFD_fall-13_cam1,Lab,cam1,FALL,URFD/fall-13-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,85,30.0,640,480,2.83,UNKNOWN,URFD/fall-13-cam1-d,URFD/fall-13-cam1-rgb,URFD/fall-13-data.csv,URFD/fall-13-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-14,URFD_fall-14_cam0,Lab,cam0,FALL,URFD/fall-14-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,61,30.0,640,480,2.03,UNKNOWN,URFD/fall-14-cam0-d,URFD/fall-14-cam0-rgb,URFD/fall-14-data.csv,URFD/fall-14-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-14,URFD_fall-14_cam1,Lab,cam1,FALL,URFD/fall-14-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,61,30.0,640,480,2.03,UNKNOWN,URFD/fall-14-cam1-d,URFD/fall-14-cam1-rgb,URFD/fall-14-data.csv,URFD/fall-14-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-15,URFD_fall-15_cam0,Lab,cam0,FALL,URFD/fall-15-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,71,30.0,640,480,2.37,UNKNOWN,URFD/fall-15-cam0-d,URFD/fall-15-cam0-rgb,URFD/fall-15-data.csv,URFD/fall-15-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-15,URFD_fall-15_cam1,Lab,cam1,FALL,URFD/fall-15-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,71,30.0,640,480,2.37,UNKNOWN,URFD/fall-15-cam1-d,URFD/fall-15-cam1-rgb,URFD/fall-15-data.csv,URFD/fall-15-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-16,URFD_fall-16_cam0,Lab,cam0,FALL,URFD/fall-16-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,55,30.0,640,480,1.83,UNKNOWN,URFD/fall-16-cam0-d,URFD/fall-16-cam0-rgb,URFD/fall-16-data.csv,URFD/fall-16-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-16,URFD_fall-16_cam1,Lab,cam1,FALL,URFD/fall-16-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,55,30.0,640,480,1.83,UNKNOWN,URFD/fall-16-cam1-d,URFD/fall-16-cam1-rgb,URFD/fall-16-data.csv,URFD/fall-16-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-17,URFD_fall-17_cam0,Lab,cam0,FALL,URFD/fall-17-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,95,30.0,640,480,3.17,UNKNOWN,URFD/fall-17-cam0-d,URFD/fall-17-cam0-rgb,URFD/fall-17-data.csv,URFD/fall-17-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-17,URFD_fall-17_cam1,Lab,cam1,FALL,URFD/fall-17-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,95,30.0,640,480,3.17,UNKNOWN,URFD/fall-17-cam1-d,URFD/fall-17-cam1-rgb,URFD/fall-17-data.csv,URFD/fall-17-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-18,URFD_fall-18_cam0,Lab,cam0,FALL,URFD/fall-18-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,65,30.0,640,480,2.17,UNKNOWN,URFD/fall-18-cam0-d,URFD/fall-18-cam0-rgb,URFD/fall-18-data.csv,URFD/fall-18-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-18,URFD_fall-18_cam1,Lab,cam1,FALL,URFD/fall-18-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,65,30.0,640,480,2.17,UNKNOWN,URFD/fall-18-cam1-d,URFD/fall-18-cam1-rgb,URFD/fall-18-data.csv,URFD/fall-18-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-19,URFD_fall-19_cam0,Lab,cam0,FALL,URFD/fall-19-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,100,30.0,640,480,3.33,UNKNOWN,URFD/fall-19-cam0-d,URFD/fall-19-cam0-rgb,URFD/fall-19-data.csv,URFD/fall-19-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-19,URFD_fall-19_cam1,Lab,cam1,FALL,URFD/fall-19-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,100,30.0,640,480,3.33,UNKNOWN,URFD/fall-19-cam1-d,URFD/fall-19-cam1-rgb,URFD/fall-19-data.csv,URFD/fall-19-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-20,URFD_fall-20_cam0,Lab,cam0,FALL,URFD/fall-20-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,110,30.0,640,480,3.67,UNKNOWN,URFD/fall-20-cam0-d,URFD/fall-20-cam0-rgb,URFD/fall-20-data.csv,URFD/fall-20-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-20,URFD_fall-20_cam1,Lab,cam1,FALL,URFD/fall-20-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,110,30.0,640,480,3.67,UNKNOWN,URFD/fall-20-cam1-d,URFD/fall-20-cam1-rgb,URFD/fall-20-data.csv,URFD/fall-20-data.csv,CSV_TIMESTAMPS_ACCEL
